"SUMLEV","REGION","DIVISION","STATE","NAME","SEX","AGE","ESTBASE2010_CIV","POPEST2010_CIV","POPEST2011_CIV","POPEST2012_CIV","POPEST2013_CIV","POPEST2014_CIV"
40,1,1,25,Massachusetts,2,80 - 89,185096,185096,185473,185901,185742,184904
40,1,1,25,Massachusetts,2,999,3380108,3387931,3410065,3430444,3456770,3473675
40,2,3,26,Michigan,0,0 - 9,1234083,1227550,1209610,1196911,1186999,1175709
40,2,3,26,Michigan,0,10 - 19,1414881,1407767,1382862,1358185,1337798,1320969
40,2,3,26,Michigan,0,20 - 29,1256419,1260135,1281179,1301573,1320317,1338193
40,2,3,26,Michigan,0,30 - 39,1185363,1179303,1158862,1150977,1153065,1156725
40,2,3,26,Michigan,0,40 - 49,1408928,1403274,1379585,1351199,1317416,1281155
40,2,3,26,Michigan,0,50 - 59,1448467,1451310,1463206,1469233,1471742,1469219
40,2,3,26,Michigan,0,60 - 69,987432,996205,1037229,1074094,1101748,1138719
40,2,3,26,Michigan,0,70 - 79,550170,551216,559889,576946,603507,624245
40,2,3,26,Michigan,0,80 - 89,392742,392742,397421,399992,401245,400736
40,2,3,26,Michigan,0,999,9878485,9870984,9869843,9879110,9893837,9905670
40,2,3,26,Michigan,1,0 - 9,630738,627318,618774,612529,607565,602116
40,2,3,26,Michigan,1,10 - 19,725050,721516,709120,696231,685133,675718
40,2,3,26,Michigan,1,20 - 29,631937,633936,645112,656784,667445,677754
40,2,3,26,Michigan,1,30 - 39,586912,583811,573251,569923,571908,574872
40,2,3,26,Michigan,1,40 - 49,697173,694352,682652,668609,651847,633920
40,2,3,26,Michigan,1,50 - 59,709291,710558,715887,718994,720669,720079
40,2,3,26,Michigan,1,60 - 69,474518,478819,498537,516291,529241,546614
40,2,3,26,Michigan,1,70 - 79,245695,246504,251853,261202,274655,285308
40,2,3,26,Michigan,1,80 - 89,142228,142228,145002,146780,148060,148467
40,2,3,26,Michigan,1,999,4843542,4839836,4840188,4847343,4856523,4864848
40,2,3,26,Michigan,2,0 - 9,603345,600232,590836,584382,579434,573593
40,2,3,26,Michigan,2,10 - 19,689831,686251,673742,661954,652665,645251
40,2,3,26,Michigan,2,20 - 29,624482,626199,636067,644789,652872,660439
40,2,3,26,Michigan,2,30 - 39,598451,595492,585611,581054,581157,581853
40,2,3,26,Michigan,2,40 - 49,711755,708922,696933,682590,665569,647235
40,2,3,26,Michigan,2,50 - 59,739176,740752,747319,750239,751073,749140
40,2,3,26,Michigan,2,60 - 69,512914,517386,538692,557803,572507,592105
40,2,3,26,Michigan,2,70 - 79,304475,304712,308036,315744,328852,338937
40,2,3,26,Michigan,2,80 - 89,250514,250514,252419,253212,253185,252269
40,2,3,26,Michigan,2,999,5034943,5031148,5029655,5031767,5037314,5040822
40,2,4,27,Minnesota,0,0 - 9,711040,710247,709892,710080,711326,710145
40,2,4,27,Minnesota,0,10 - 19,720124,720760,721057,715777,713665,714837
40,2,4,27,Minnesota,0,20 - 29,726409,725049,723594,724634,727151,729433
40,2,4,27,Minnesota,0,30 - 39,669565,670269,675090,687184,703168,716970
40,2,4,27,Minnesota,0,40 - 49,758063,754918,740372,722902,703827,685975
40,2,4,27,Minnesota,0,50 - 59,751127,755093,770058,779715,787175,789687
40,2,4,27,Minnesota,0,60 - 69,482340,487424,511474,535243,555209,577601
40,2,4,27,Minnesota,0,70 - 79,273971,274985,281562,289354,302741,313188
40,2,4,27,Minnesota,0,80 - 89,206580,206580,209954,212950,215239,216507
40,2,4,27,Minnesota,0,999,5299219,5306279,5343053,5377839,5419501,5454343
40,2,4,27,Minnesota,1,0 - 9,362956,362475,362376,362510,363021,362556
40,2,4,27,Minnesota,1,10 - 19,368915,369081,368764,365759,364739,365093
40,2,4,27,Minnesota,1,20 - 29,366639,366121,366208,367523,368777,370595
40,2,4,27,Minnesota,1,30 - 39,339001,339308,341615,347803,355849,362768
40,2,4,27,Minnesota,1,40 - 49,379899,378312,371327,362956,353699,344937
40,2,4,27,Minnesota,1,50 - 59,374844,376773,384099,388753,392325,393709
40,2,4,27,Minnesota,1,60 - 69,235288,237916,250100,261825,271801,282941
40,2,4,27,Minnesota,1,70 - 79,125304,125886,129250,133297,140034,145117
40,2,4,27,Minnesota,1,80 - 89,75172,75172,77398,79183,80731,81932
40,2,4,27,Minnesota,1,999,2628018,2631582,2651137,2669609,2690976,2709648
40,2,4,27,Minnesota,2,0 - 9,348084,347772,347516,347570,348305,347589
40,2,4,27,Minnesota,2,10 - 19,351209,351679,352293,350018,348926,349744
40,2,4,27,Minnesota,2,20 - 29,359770,358928,357386,357111,358374,358838
40,2,4,27,Minnesota,2,30 - 39,330564,330961,333475,339381,347319,354202
40,2,4,27,Minnesota,2,40 - 49,378164,376606,369045,359946,350128,341038
40,2,4,27,Minnesota,2,50 - 59,376283,378320,385959,390962,394850,395978
40,2,4,27,Minnesota,2,60 - 69,247052,249508,261374,273418,283408,294660
40,2,4,27,Minnesota,2,70 - 79,148667,149099,152312,156057,162707,168071
40,2,4,27,Minnesota,2,80 - 89,131408,131408,132556,133767,134508,134575
40,2,4,27,Minnesota,2,999,2671201,2674697,2691916,2708230,2728525,2744695
40,3,6,28,Mississippi,0,0 - 9,416626,415777,412808,410723,407180,403649
40,3,6,28,Mississippi,0,10 - 19,431488,430490,423995,418199,414174,410886
40,3,6,28,Mississippi,0,20 - 29,401210,402891,407122,410343,413762,415167
40,3,6,28,Mississippi,0,30 - 39,371521,372083,370715,371472,373017,373633
40,3,6,28,Mississippi,0,40 - 49,393802,393388,388984,383696,377395,369714
40,3,6,28,Mississippi,0,50 - 59,394768,396244,399875,402115,404179,403913
40,3,6,28,Mississippi,0,60 - 69,281289,283379,292888,301447,308455,317645
40,3,6,28,Mississippi,0,70 - 79,163848,164243,167253,171384,177257,182789
40,3,6,28,Mississippi,0,80 - 89,96092,96092,98176,99561,100601,101589
40,3,6,28,Mississippi,0,999,2950644,2955119,2961816,2968940,2976020,2978985
40,3,6,28,Mississippi,1,0 - 9,212505,212036,210736,209802,207958,206199
40,3,6,28,Mississippi,1,10 - 19,219658,219303,216071,212986,211107,209525
40,3,6,28,Mississippi,1,20 - 29,196677,197568,199713,201947,204448,205661
40,3,6,28,Mississippi,1,30 - 39,180356,180712,180228,180778,181356,181420
40,3,6,28,Mississippi,1,40 - 49,191024,190769,188437,185859,182574,178369
40,3,6,28,Mississippi,1,50 - 59,189953,190581,192098,193120,194066,193906
40,3,6,28,Mississippi,1,60 - 69,133311,134345,138953,142916,146011,150005
40,3,6,28,Mississippi,1,70 - 79,71155,71415,73073,75266,78278,81118
40,3,6,28,Mississippi,1,80 - 89,32416,32416,33796,34541,35173,35636
40,3,6,28,Mississippi,1,999,1427055,1429452,1433105,1437215,1440971,1441839
40,3,6,28,Mississippi,2,0 - 9,204121,203741,202072,200921,199222,197450
40,3,6,28,Mississippi,2,10 - 19,211830,211187,207924,205213,203067,201361
40,3,6,28,Mississippi,2,20 - 29,204533,205323,207409,208396,209314,209506
40,3,6,28,Mississippi,2,30 - 39,191165,191371,190487,190694,191661,192213
40,3,6,28,Mississippi,2,40 - 49,202778,202619,200547,197837,194821,191345
40,3,6,28,Mississippi,2,50 - 59,204815,205663,207777,208995,210113,210007
40,3,6,28,Mississippi,2,60 - 69,147978,149034,153935,158531,162444,167640
40,3,6,28,Mississippi,2,70 - 79,92693,92828,94180,96118,98979,101671
40,3,6,28,Mississippi,2,80 - 89,63676,63676,64380,65020,65428,65953
40,3,6,28,Mississippi,2,999,1523589,1525667,1528711,1531725,1535049,1537146
40,2,4,29,Missouri,0,0 - 9,780700,779967,775234,771434,768426,764073
40,2,4,29,Missouri,0,10 - 19,818311,816964,807662,796478,788315,785299
40,2,4,29,Missouri,0,20 - 29,806342,808349,814155,820222,823682,827966
40,2,4,29,Missouri,0,30 - 39,734932,735454,734708,738852,749083,758454
40,2,4,29,Missouri,0,40 - 49,822979,820061,804288,785606,765569,746416
40,2,4,29,Missouri,0,50 - 59,833501,837241,850116,858602,864281,865573
40,2,4,29,Missouri,0,60 - 69,590340,594505,613777,632325,646495,665887
40,2,4,29,Missouri,0,70 - 79,348708,349689,354973,363777,376714,387641
40,2,4,29,Missouri,0,80 - 89,232533,232533,236117,239459,242377,244450
40,2,4,29,Missouri,0,999,5968346,5975817,5991030,6006755,6024942,6045759
40,2,4,29,Missouri,1,0 - 9,399119,398937,396732,394710,393149,390947
40,2,4,29,Missouri,1,10 - 19,418185,417661,413168,407785,403488,401933
40,2,4,29,Missouri,1,20 - 29,400846,401843,404762,408361,410988,414485
40,2,4,29,Missouri,1,30 - 39,364797,365036,364515,366610,371922,376656
40,2,4,29,Missouri,1,40 - 49,406942,405483,397665,388269,378232,368604
40,2,4,29,Missouri,1,50 - 59,406281,408168,414909,419230,422429,423431
40,2,4,29,Missouri,1,60 - 69,280754,282710,291764,300411,307170,316353
40,2,4,29,Missouri,1,70 - 79,156259,156908,159921,164356,170666,176095
40,2,4,29,Missouri,1,80 - 89,83036,83036,85374,87406,89281,90724
40,2,4,29,Missouri,1,999,2916219,2920359,2928810,2937138,2947325,2959228
40,2,4,29,Missouri,2,0 - 9,381581,381030,378502,376724,375277,373126
40,2,4,29,Missouri,2,10 - 19,400126,399303,394494,388693,384827,383366
40,2,4,29,Missouri,2,20 - 29,405496,406506,409393,411861,412694,413481
40,2,4,29,Missouri,2,30 - 39,370135,370418,370193,372242,377161,381798
40,2,4,29,Missouri,2,40 - 49,416037,414578,406623,397337,387337,377812
40,2,4,29,Missouri,2,50 - 59,427220,429073,435207,439372,441852,442142
40,2,4,29,Missouri,2,60 - 69,309586,311795,322013,331914,339325,349534
40,2,4,29,Missouri,2,70 - 79,192449,192781,195052,199421,206048,211546
40,2,4,29,Missouri,2,80 - 89,149497,149497,150743,152053,153096,153726
40,2,4,29,Missouri,2,999,3052127,3055458,3062220,3069617,3077617,3086531
40,4,8,30,Montana,0,0 - 9,123188,123152,123306,123667,124508,125154
40,4,8,30,Montana,0,10 - 19,127691,127644,127422,126270,125960,125948
40,4,8,30,Montana,0,20 - 29,129022,129343,130711,132643,134588,136114
40,4,8,30,Montana,0,30 - 39,113491,113647,114603,117077,120362,123258
40,4,8,30,Montana,0,40 - 49,127986,127166,123907,120661,117702,115375
40,4,8,30,Montana,0,50 - 59,154676,154711,154610,153775,152192,149908
40,4,8,30,Montana,0,60 - 69,109500,110567,115775,121104,125704,130825
40,4,8,30,Montana,0,70 - 79,59823,60126,62035,64289,67863,70778
40,4,8,30,Montana,0,80 - 89,40363,40363,40980,41637,42077,42389
40,4,8,30,Montana,0,999,985740,986862,993349,1001123,1010956,1019749
40,4,8,30,Montana,1,0 - 9,63061,63010,62907,63069,63531,63863
40,4,8,30,Montana,1,10 - 19,66005,66043,66001,65233,64980,64956
40,4,8,30,Montana,1,20 - 29,66212,66300,66774,68022,69051,69967
40,4,8,30,Montana,1,30 - 39,57857,57959,58560,59785,61518,62895
40,4,8,30,Montana,1,40 - 49,63723,63337,61905,60363,59018,58073
40,4,8,30,Montana,1,50 - 59,76540,76458,76129,75544,74584,73439
40,4,8,30,Montana,1,60 - 69,55580,56131,58764,61382,63519,65783
40,4,8,30,Montana,1,70 - 79,28793,28974,30020,31285,33158,34721
40,4,8,30,Montana,1,80 - 89,15797,15797,16180,16601,16904,17177
40,4,8,30,Montana,1,999,493568,494085,497240,501284,506263,510874
40,4,8,30,Montana,2,0 - 9,60127,60142,60399,60598,60977,61291
40,4,8,30,Montana,2,10 - 19,61686,61601,61421,61037,60980,60992
40,4,8,30,Montana,2,20 - 29,62810,63043,63937,64621,65537,66147
40,4,8,30,Montana,2,30 - 39,55634,55688,56043,57292,58844,60363
40,4,8,30,Montana,2,40 - 49,64263,63829,62002,60298,58684,57302
40,4,8,30,Montana,2,50 - 59,78136,78253,78481,78231,77608,76469
40,4,8,30,Montana,2,60 - 69,53920,54436,57011,59722,62185,65042
40,4,8,30,Montana,2,70 - 79,31030,31152,32015,33004,34705,36057
40,4,8,30,Montana,2,80 - 89,24566,24566,24800,25036,25173,25212
40,4,8,30,Montana,2,999,492172,492777,496109,499839,504693,508875
40,2,4,31,Nebraska,0,0 - 9,260836,261026,261717,262736,263220,263142
40,2,4,31,Nebraska,0,10 - 19,251502,252278,253991,254169,255038,256619
40,2,4,31,Nebraska,0,20 - 29,254947,254890,254756,256353,257294,258826
40,2,4,31,Nebraska,0,30 - 39,224435,225334,228176,232183,237566,241642
40,2,4,31,Nebraska,0,40 - 49,237858,236859,232360,228537,224008,220256
40,2,4,31,Nebraska,0,50 - 59,247791,248596,251346,253025,254304,253582
40,2,4,31,Nebraska,0,60 - 69,164321,165936,173538,181182,187274,194245
40,2,4,31,Nebraska,0,70 - 79,100727,100631,100898,102127,104994,107735
40,2,4,31,Nebraska,0,80 - 89,77116,77116,77929,78661,78695,78726
40,2,4,31,Nebraska,0,999,1819533,1822918,1834711,1848973,1862393,1874773
40,2,4,31,Nebraska,1,0 - 9,133518,133659,133953,134441,134831,134664
40,2,4,31,Nebraska,1,10 - 19,128623,129041,129823,129749,130150,131036
40,2,4,31,Nebraska,1,20 - 29,129402,129386,129320,130424,131164,131997
40,2,4,31,Nebraska,1,30 - 39,113402,113888,115316,117410,120173,122493
40,2,4,31,Nebraska,1,40 - 49,119084,118686,116723,114923,112887,111205
40,2,4,31,Nebraska,1,50 - 59,123167,123540,124884,125673,126405,126113
40,2,4,31,Nebraska,1,60 - 69,80104,80902,84730,88546,91463,94707
40,2,4,31,Nebraska,1,70 - 79,45314,45307,45541,46318,47909,49467
40,2,4,31,Nebraska,1,80 - 89,28033,28033,28618,29085,29279,29548
40,2,4,31,Nebraska,1,999,900647,902608,908908,916569,924261,931230
40,2,4,31,Nebraska,2,0 - 9,127318,127367,127764,128295,128389,128478
40,2,4,31,Nebraska,2,10 - 19,122879,123237,124168,124420,124888,125583
40,2,4,31,Nebraska,2,20 - 29,125545,125504,125436,125929,126130,126829
40,2,4,31,Nebraska,2,30 - 39,111033,111446,112860,114773,117393,119149
40,2,4,31,Nebraska,2,40 - 49,118774,118173,115637,113614,111121,109051
40,2,4,31,Nebraska,2,50 - 59,124624,125056,126462,127352,127899,127469
40,2,4,31,Nebraska,2,60 - 69,84217,85034,88808,92636,95811,99538
40,2,4,31,Nebraska,2,70 - 79,55413,55324,55357,55809,57085,58268
40,2,4,31,Nebraska,2,80 - 89,49083,49083,49311,49576,49416,49178
40,2,4,31,Nebraska,2,999,918886,920310,925803,932404,938132,943543
40,4,8,32,Nevada,0,0 - 9,370553,369129,365894,364412,364819,366044
40,4,8,32,Nevada,0,10 - 19,365619,364201,358945,359003,359882,362571
40,4,8,32,Nevada,0,20 - 29,368322,368911,372264,377580,381209,388209
40,4,8,32,Nevada,0,30 - 39,378813,377933,374177,376481,380164,385546
40,4,8,32,Nevada,0,40 - 49,383960,384255,384424,385662,384567,383702
40,4,8,32,Nevada,0,50 - 59,347196,348681,353753,361537,368174,375487
40,4,8,32,Nevada,0,60 - 69,266424,268579,277821,288416,297406,309245
40,4,8,32,Nevada,0,70 - 79,139784,141025,146573,154597,164658,174931
40,4,8,32,Nevada,0,80 - 89,69075,69075,72902,75691,78625,81448
40,4,8,32,Nevada,0,999,2689746,2692521,2706753,2743379,2779504,2827183
40,4,8,32,Nevada,1,0 - 9,189544,188699,186791,185971,186164,186942
40,4,8,32,Nevada,1,10 - 19,187626,187100,184660,184675,184805,185941
40,4,8,32,Nevada,1,20 - 29,186714,186970,188265,191245,193076,196319
40,4,8,32,Nevada,1,30 - 39,192784,192225,189650,190489,192142,194730
40,4,8,32,Nevada,1,40 - 49,197690,197813,197531,197591,196635,195532
40,4,8,32,Nevada,1,50 - 59,172994,173740,176366,180625,184058,187960
40,4,8,32,Nevada,1,60 - 69,130928,131945,136131,140752,144644,150323
40,4,8,32,Nevada,1,70 - 79,68093,68671,71329,75027,79730,84632
40,4,8,32,Nevada,1,80 - 89,28256,28256,30294,31860,33224,34651
40,4,8,32,Nevada,1,999,1354629,1355807,1361017,1378235,1394478,1417030
40,4,8,32,Nevada,2,0 - 9,181009,180430,179103,178441,178655,179102
40,4,8,32,Nevada,2,10 - 19,177993,177101,174285,174328,175077,176630
40,4,8,32,Nevada,2,20 - 29,181608,181941,183999,186335,188133,191890
40,4,8,32,Nevada,2,30 - 39,186029,185708,184527,185992,188022,190816
40,4,8,32,Nevada,2,40 - 49,186270,186442,186893,188071,187932,188170
40,4,8,32,Nevada,2,50 - 59,174202,174941,177387,180912,184116,187527
40,4,8,32,Nevada,2,60 - 69,135496,136634,141690,147664,152762,158922
40,4,8,32,Nevada,2,70 - 79,71691,72354,75244,79570,84928,90299
40,4,8,32,Nevada,2,80 - 89,40819,40819,42608,43831,45401,46797
40,4,8,32,Nevada,2,999,1335117,1336714,1345736,1365144,1385026,1410153
40,1,1,33,New Hampshire,0,0 - 9,147562,146695,144064,141068,138657,136597
40,1,1,33,New Hampshire,0,10 - 19,178201,177910,176498,174287,170936,168775
40,1,1,33,New Hampshire,0,20 - 29,157023,157343,158887,161144,164182,167491
40,1,1,33,New Hampshire,0,30 - 39,153046,152044,148489,147166,147001,148378
40,1,1,33,New Hampshire,0,40 - 49,210256,209038,203565,198276,191043,183279
40,1,1,33,New Hampshire,0,50 - 59,208618,209618,213645,217020,218499,219895
40,1,1,33,New Hampshire,0,60 - 69,139130,140504,146777,152901,157527,163667
40,1,1,33,New Hampshire,0,70 - 79,71360,71647,73210,76025,80388,83987
40,1,1,33,New Hampshire,0,80 - 89,49732,49732,50746,51946,52882,53353
40,1,1,33,New Hampshire,0,999,1314928,1314865,1315881,1319833,1321115,1325422
40,1,1,33,New Hampshire,1,0 - 9,75130,74654,73260,71742,70456,69511
40,1,1,33,New Hampshire,1,10 - 19,91324,91104,90302,89014,87187,85984
40,1,1,33,New Hampshire,1,20 - 29,79457,79689,80834,82191,83716,85590
40,1,1,33,New Hampshire,1,30 - 39,75443,74955,73335,72843,73078,73963
40,1,1,33,New Hampshire,1,40 - 49,103790,103174,100438,97881,94422,90646
40,1,1,33,New Hampshire,1,50 - 59,103566,104025,105884,107297,107914,108613
40,1,1,33,New Hampshire,1,60 - 69,68179,68894,72032,75054,77388,80144
40,1,1,33,New Hampshire,1,70 - 79,33009,33180,34006,35435,37647,39598
40,1,1,33,New Hampshire,1,80 - 89,18109,18109,18697,19322,19832,20193
40,1,1,33,New Hampshire,1,999,648007,647945,648788,650779,651640,654242
40,1,1,33,New Hampshire,2,0 - 9,72432,72041,70804,69326,68201,67086
40,1,1,33,New Hampshire,2,10 - 19,86877,86806,86196,85273,83749,82791
40,1,1,33,New Hampshire,2,20 - 29,77566,77654,78053,78953,80466,81901
40,1,1,33,New Hampshire,2,30 - 39,77603,77089,75154,74323,73923,74415
40,1,1,33,New Hampshire,2,40 - 49,106466,105864,103127,100395,96621,92633
40,1,1,33,New Hampshire,2,50 - 59,105052,105593,107761,109723,110585,111282
40,1,1,33,New Hampshire,2,60 - 69,70951,71610,74745,77847,80139,83523
40,1,1,33,New Hampshire,2,70 - 79,38351,38467,39204,40590,42741,44389
40,1,1,33,New Hampshire,2,80 - 89,31623,31623,32049,32624,33050,33160
40,1,1,33,New Hampshire,2,999,666921,666920,667093,669054,669475,671180
40,1,2,34,New Jersey,0,0 - 9,1105773,1104449,1100449,1095882,1090162,1083368
40,1,2,34,New Jersey,0,10 - 19,1184951,1185016,1179849,1167887,1158050,1150332
40,1,2,34,New Jersey,0,20 - 29,1089936,1092986,1104220,1115029,1129081,1139696
40,1,2,34,New Jersey,0,30 - 39,1142270,1140909,1132344,1132374,1137770,1143727
40,1,2,34,New Jersey,0,40 - 49,1352846,1349825,1333886,1312204,1284860,1254219
40,1,2,34,New Jersey,0,50 - 59,1240019,1246836,1272047,1294379,1313021,1326378
40,1,2,34,New Jersey,0,60 - 69,831513,837997,867383,892119,911808,939420
40,1,2,34,New Jersey,0,70 - 79,476178,476359,480513,491110,511071,525682
40,1,2,34,New Jersey,0,80 - 89,358845,358845,362578,365461,366242,365686
40,1,2,34,New Jersey,0,999,8782331,8794661,8833269,8866445,8902065,8928508
40,1,2,34,New Jersey,1,0 - 9,564893,564033,561853,559219,556043,552581
40,1,2,34,New Jersey,1,10 - 19,609274,609223,606054,599332,593753,589460
40,1,2,34,New Jersey,1,20 - 29,553571,555481,562686,569380,576935,581898
40,1,2,34,New Jersey,1,30 - 39,562369,561992,558859,559740,563759,567903
40,1,2,34,New Jersey,1,40 - 49,660938,659423,651401,640339,627387,613263
40,1,2,34,New Jersey,1,50 - 59,600075,603572,616573,628144,637674,643962
40,1,2,34,New Jersey,1,60 - 69,388614,391756,406169,418499,428346,441898
40,1,2,34,New Jersey,1,70 - 79,205965,206236,208816,214343,223963,231095
40,1,2,34,New Jersey,1,80 - 89,125866,125866,128265,130031,131155,131808
40,1,2,34,New Jersey,1,999,4271565,4278278,4300676,4319027,4339015,4353868
40,1,2,34,New Jersey,2,0 - 9,540880,540416,538596,536663,534119,530787
40,1,2,34,New Jersey,2,10 - 19,575677,575793,573795,568555,564297,560872
40,1,2,34,New Jersey,2,20 - 29,536365,537505,541534,545649,552146,557798
40,1,2,34,New Jersey,2,30 - 39,579901,578917,573485,572634,574011,575824
40,1,2,34,New Jersey,2,40 - 49,691908,690402,682485,671865,657473,640956
40,1,2,34,New Jersey,2,50 - 59,639944,643264,655474,666235,675347,682416
40,1,2,34,New Jersey,2,60 - 69,442899,446241,461214,473620,483462,497522
40,1,2,34,New Jersey,2,70 - 79,270213,270123,271697,276767,287108,294587
40,1,2,34,New Jersey,2,80 - 89,232979,232979,234313,235430,235087,233878
40,1,2,34,New Jersey,2,999,4510766,4516383,4532593,4547418,4563050,4574640
40,4,8,35,New Mexico,0,0 - 9,288291,288528,288224,285665,283104,279490
40,4,8,35,New Mexico,0,10 - 19,291134,291051,288287,284777,280755,277692
40,4,8,35,New Mexico,0,20 - 29,275870,277668,282602,286069,287538,287227
40,4,8,35,New Mexico,0,30 - 39,247491,248463,249513,251702,254290,256768
40,4,8,35,New Mexico,0,40 - 49,268632,267529,261715,255031,248370,241602
40,4,8,35,New Mexico,0,50 - 59,283814,284702,286610,286776,285263,282482
40,4,8,35,New Mexico,0,60 - 69,208024,209943,218269,225330,231265,237635
40,4,8,35,New Mexico,0,70 - 79,116134,116787,119761,123308,128848,134009
40,4,8,35,New Mexico,0,80 - 89,68233,68233,70596,72774,74333,75957
40,4,8,35,New Mexico,0,999,2047623,2053517,2065577,2071432,2073766,2072862
40,4,8,35,New Mexico,1,0 - 9,146815,146949,146587,145407,144151,142344
40,4,8,35,New Mexico,1,10 - 19,148482,148470,147086,145367,143131,141545
40,4,8,35,New Mexico,1,20 - 29,139359,140380,143252,145536,146796,146984
40,4,8,35,New Mexico,1,30 - 39,123113,123711,124376,125758,127723,129369
40,4,8,35,New Mexico,1,40 - 49,132400,131860,129004,125576,122228,118966
40,4,8,35,New Mexico,1,50 - 59,136818,137230,138219,138548,138014,136677
40,4,8,35,New Mexico,1,60 - 69,100160,100996,104718,107964,110264,113278
40,4,8,35,New Mexico,1,70 - 79,53762,54106,55533,57258,59906,62120
40,4,8,35,New Mexico,1,80 - 89,26880,26880,28195,29176,30042,30897
40,4,8,35,New Mexico,1,999,1007789,1010917,1016970,1020590,1022255,1022180
40,4,8,35,New Mexico,2,0 - 9,141476,141579,141637,140258,138953,137146
40,4,8,35,New Mexico,2,10 - 19,142652,142581,141201,139410,137624,136147
40,4,8,35,New Mexico,2,20 - 29,136511,137288,139350,140533,140742,140243
40,4,8,35,New Mexico,2,30 - 39,124378,124752,125137,125944,126567,127399
40,4,8,35,New Mexico,2,40 - 49,136232,135669,132711,129455,126142,122636
40,4,8,35,New Mexico,2,50 - 59,146996,147472,148391,148228,147249,145805
40,4,8,35,New Mexico,2,60 - 69,107864,108947,113551,117366,121001,124357
40,4,8,35,New Mexico,2,70 - 79,62372,62681,64228,66050,68942,71889
40,4,8,35,New Mexico,2,80 - 89,41353,41353,42401,43598,44291,45060
40,4,8,35,New Mexico,2,999,1039834,1042600,1048607,1050842,1051511,1050682
40,1,2,36,New York,0,0 - 9,2319777,2319909,2325447,2327260,2328114,2324754
40,1,2,36,New York,0,10 - 19,2577009,2567707,2533211,2498271,2467561,2435368
40,1,2,36,New York,0,20 - 29,2778694,2788030,2833012,2857638,2885799,2902308
40,1,2,36,New York,0,30 - 39,2526517,2525974,2527538,2545754,2580112,2607290
40,1,2,36,New York,0,40 - 49,2811352,2805368,2779650,2735354,2678527,2614334
40,1,2,36,New York,0,50 - 59,2656858,2667299,2708749,2739699,2770124,2790885
40,1,2,36,New York,0,60 - 69,1839456,1853252,1921438,1977013,2022636,2079950
40,1,2,36,New York,0,70 - 79,1062199,1062595,1075918,1096725,1135366,1162552
40,1,2,36,New York,0,80 - 89,782534,782534,792974,798730,802759,802640
40,1,2,36,New York,0,999,19354396,19375635,19497937,19576444,19670998,19720081
40,1,2,36,New York,1,0 - 9,1185241,1185355,1188815,1189919,1190208,1188408
40,1,2,36,New York,1,10 - 19,1318180,1313050,1294033,1274741,1258200,1241789
40,1,2,36,New York,1,20 - 29,1381286,1386477,1410923,1425108,1440333,1449129
40,1,2,36,New York,1,30 - 39,1237569,1237847,1240132,1250467,1269296,1284538
40,1,2,36,New York,1,40 - 49,1369956,1367239,1355032,1334459,1307047,1276452
40,1,2,36,New York,1,50 - 59,1279233,1284485,1305436,1321075,1336757,1347657
40,1,2,36,New York,1,60 - 69,852603,859500,892864,920996,944356,972788
40,1,2,36,New York,1,70 - 79,458667,459205,466165,476662,494757,507225
40,1,2,36,New York,1,80 - 89,273615,273615,280461,284559,288205,290223
40,1,2,36,New York,1,999,9356350,9368419,9433861,9477986,9529159,9558209
40,1,2,36,New York,2,0 - 9,1134536,1134554,1136632,1137341,1137906,1136346
40,1,2,36,New York,2,10 - 19,1258829,1254657,1239178,1223530,1209361,1193579
40,1,2,36,New York,2,20 - 29,1397408,1401553,1422089,1432530,1445466,1453179
40,1,2,36,New York,2,30 - 39,1288948,1288127,1287406,1295287,1310816,1322752
40,1,2,36,New York,2,40 - 49,1441396,1438129,1424618,1400895,1371480,1337882
40,1,2,36,New York,2,50 - 59,1377625,1382814,1403313,1418624,1433367,1443228
40,1,2,36,New York,2,60 - 69,986853,993752,1028574,1056017,1078280,1107162
40,1,2,36,New York,2,70 - 79,603532,603390,609753,620063,640609,655327
40,1,2,36,New York,2,80 - 89,508919,508919,512513,514171,514554,512417
40,1,2,36,New York,2,999,9998046,10007216,10064076,10098458,10141839,10161872
40,3,5,37,North Carolina,0,0 - 9,1267983,1266901,1263237,1259571,1256704,1252371
40,3,5,37,North Carolina,0,10 - 19,1283788,1286221,1291554,1292724,1294047,1298379
40,3,5,37,North Carolina,0,20 - 29,1223996,1227058,1246215,1263787,1286555,1308343
40,3,5,37,North Carolina,0,30 - 39,1257116,1252969,1240166,1232848,1234169,1237564
40,3,5,37,North Carolina,0,40 - 49,1358475,1359217,1364679,1361406,1351357,1336796
40,3,5,37,North Carolina,0,50 - 59,1269892,1275367,1301047,1321313,1340115,1356619
40,3,5,37,North Carolina,0,60 - 69,941064,948176,987294,1024224,1054121,1089669
40,3,5,37,North Carolina,0,70 - 79,518222,520990,537718,558287,587925,613891
40,3,5,37,North Carolina,0,80 - 89,312905,312905,320800,329644,336766,344002
40,3,5,37,North Carolina,0,999,9433441,9451663,9552710,9643804,9741759,9837634
40,3,5,37,North Carolina,1,0 - 9,647771,646982,645170,642952,641550,639170
40,3,5,37,North Carolina,1,10 - 19,654868,656520,659235,659015,658613,660204
40,3,5,37,North Carolina,1,20 - 29,590310,591936,602299,614351,629334,642676
